path	n_events	mean_inf_pct	median_inf_pct	match_avg_pct
long_content_30k_002/lc30k002_3937_gc3300_rp0.05_mr1.14E-4_ss100.fa	7	3.713	3.713	90.831
long_content_30k_002/lc30k002_3938_gc3300_rp0.07_mr1.14E-4_ss100.fa	8	13.872	15.177	90.596
long_content_30k_002/lc30k002_3939_gc3300_rp0.10_mr1.14E-4_ss200.fa	25	5.140	6.316	94.246
long_content_30k_002/lc30k002_393_gc3300_rp0.05_mr1.14E-4_ss100.fa	25	4.495	4.107	95.827
long_content_30k_002/lc30k002_3940_gc3300_rp0.15_mr1.14E-4_ss100.fa	8	3.297	2.679	95.213
long_content_30k_002/lc30k002_3941_gc3300_rp0.15_mr1.14E-4_ss200.fa	7	4.933	6.511	93.929
long_content_30k_002/lc30k002_3942_gc3300_rp0.07_mr1.14E-4_ss200.fa	18	4.201	0.994	88.492
long_content_30k_002/lc30k002_3943_gc3300_rp0.05_mr1.14E-4_ss200.fa	13	8.103	8.622	93.311
long_content_30k_002/lc30k002_3944_gc3300_rp0.10_mr1.14E-4_ss100.fa	30	2.659	2.744	95.822
long_content_30k_002/lc30k002_3945_gc3300_rp0.05_mr1.14E-4_ss100.fa	21	7.669	8.444	94.055
long_content_30k_002/lc30k002_3946_gc3300_rp0.07_mr1.14E-4_ss100.fa	17	2.610	2.726	97.447
long_content_30k_002/lc30k002_3947_gc3300_rp0.10_mr1.14E-4_ss200.fa	15	6.240	6.531	94.215
long_content_30k_002/lc30k002_3948_gc3300_rp0.15_mr1.14E-4_ss100.fa	16	6.959	6.717	92.994
long_content_30k_002/lc30k002_3949_gc3300_rp0.15_mr1.14E-4_ss200.fa	23	2.999	2.648	92.552
long_content_30k_002/lc30k002_394_gc3300_rp0.07_mr1.14E-4_ss100.fa	23	5.977	6.316	93.871
long_content_30k_002/lc30k002_3950_gc3300_rp0.07_mr1.14E-4_ss200.fa	9	8.639	9.103	93.611
long_content_30k_002/lc30k002_3951_gc3300_rp0.05_mr1.14E-4_ss200.fa	15	5.905	6.805	92.129
long_content_30k_002/lc30k002_3952_gc3300_rp0.10_mr1.14E-4_ss100.fa	3	5.758	5.991	91.631
long_content_30k_002/lc30k002_3953_gc3300_rp0.05_mr1.14E-4_ss100.fa	12	6.370	6.740	93.361
long_content_30k_002/lc30k002_3954_gc3300_rp0.07_mr1.14E-4_ss100.fa	16	2.530	1.137	92.217
long_content_30k_002/lc30k002_3955_gc3300_rp0.10_mr1.14E-4_ss200.fa	17	2.938	1.900	95.213
long_content_30k_002/lc30k002_3956_gc3300_rp0.15_mr1.14E-4_ss100.fa	30	2.627	2.849	96.686
long_content_30k_002/lc30k002_3957_gc3300_rp0.15_mr1.14E-4_ss200.fa	13	5.787	6.487	94.950
long_content_30k_002/lc30k002_3958_gc3300_rp0.07_mr1.14E-4_ss200.fa	29	5.819	5.562	93.806
long_content_30k_002/lc30k002_3959_gc3300_rp0.05_mr1.14E-4_ss200.fa	29	12.714	15.946	88.971
long_content_30k_002/lc30k002_395_gc3300_rp0.10_mr1.14E-4_ss200.fa	13	4.344	0.946	92.770
long_content_30k_002/lc30k002_3960_gc3300_rp0.10_mr1.14E-4_ss100.fa	14	5.229	4.353	93.281
long_content_30k_002/lc30k002_3961_gc3300_rp0.05_mr1.14E-4_ss100.fa	9	5.393	5.555	91.148
long_content_30k_002/lc30k002_3962_gc3300_rp0.07_mr1.14E-4_ss100.fa	30	2.630	2.622	97.310
long_content_30k_002/lc30k002_3963_gc3300_rp0.10_mr1.14E-4_ss200.fa	24	4.050	4.434	94.966
long_content_30k_002/lc30k002_3964_gc3300_rp0.15_mr1.14E-4_ss100.fa	20	4.897	2.896	93.407
long_content_30k_002/lc30k002_3965_gc3300_rp0.15_mr1.14E-4_ss200.fa	9	3.506	3.286	95.011
long_content_30k_002/lc30k002_3966_gc3300_rp0.07_mr1.14E-4_ss200.fa	10	6.580	8.880	90.035
long_content_30k_002/lc30k002_3967_gc3300_rp0.05_mr1.14E-4_ss200.fa	11	5.619	4.097	95.067
long_content_30k_002/lc30k002_3968_gc3300_rp0.10_mr1.14E-4_ss100.fa	17	3.133	2.747	94.695
long_content_30k_002/lc30k002_3969_gc3300_rp0.05_mr1.14E-4_ss100.fa	14	7.764	7.236	92.697
long_content_30k_002/lc30k002_396_gc3300_rp0.15_mr1.14E-4_ss100.fa	14	4.532	6.092	93.213
long_content_30k_002/lc30k002_3970_gc3300_rp0.07_mr1.14E-4_ss100.fa	22	6.262	6.257	94.959
long_content_30k_002/lc30k002_3971_gc3300_rp0.10_mr1.14E-4_ss200.fa	25	2.890	2.433	95.869
long_content_30k_002/lc30k002_3972_gc3300_rp0.15_mr1.14E-4_ss100.fa	13	9.242	9.604	90.219
long_content_30k_002/lc30k002_3973_gc3300_rp0.15_mr1.14E-4_ss200.fa	12	7.445	8.478	91.472
long_content_30k_002/lc30k002_3974_gc3300_rp0.07_mr1.14E-4_ss200.fa	30	4.890	4.862	94.865
long_content_30k_002/lc30k002_3975_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	3.861	3.816	96.603
long_content_30k_002/lc30k002_3976_gc3300_rp0.10_mr1.14E-4_ss100.fa	18	3.068	2.726	93.973
long_content_30k_002/lc30k002_3977_gc3300_rp0.05_mr1.14E-4_ss100.fa	22	4.533	2.068	93.010
long_content_30k_002/lc30k002_3978_gc3300_rp0.07_mr1.14E-4_ss100.fa	2	2.553	2.553	90.079
long_content_30k_002/lc30k002_3979_gc3300_rp0.10_mr1.14E-4_ss200.fa	20	6.177	6.319	94.895
long_content_30k_002/lc30k002_397_gc3300_rp0.15_mr1.14E-4_ss200.fa	22	5.770	8.326	94.539
long_content_30k_002/lc30k002_3980_gc3300_rp0.15_mr1.14E-4_ss100.fa	19	3.563	2.886	90.948
long_content_30k_002/lc30k002_3981_gc3300_rp0.15_mr1.14E-4_ss200.fa	8	7.775	9.323	91.171
long_content_30k_002/lc30k002_3982_gc3300_rp0.07_mr1.14E-4_ss200.fa	29	7.395	8.776	92.462
long_content_30k_002/lc30k002_3983_gc3300_rp0.05_mr1.14E-4_ss200.fa	5	1.779	1.756	89.875
long_content_30k_002/lc30k002_3984_gc3300_rp0.10_mr1.14E-4_ss100.fa	23	6.256	8.561	91.422
long_content_30k_002/lc30k002_3985_gc3300_rp0.05_mr1.14E-4_ss100.fa	30	5.584	3.652	93.112
long_content_30k_002/lc30k002_3986_gc3300_rp0.07_mr1.14E-4_ss100.fa	17	3.227	2.242	95.299
long_content_30k_002/lc30k002_3987_gc3300_rp0.10_mr1.14E-4_ss200.fa	13	8.735	9.809	91.490
long_content_30k_002/lc30k002_3988_gc3300_rp0.15_mr1.14E-4_ss100.fa	14	3.936	5.023	93.666
long_content_30k_002/lc30k002_3989_gc3300_rp0.15_mr1.14E-4_ss200.fa	12	4.087	3.012	91.724
long_content_30k_002/lc30k002_398_gc3300_rp0.07_mr1.14E-4_ss200.fa	12	5.782	7.186	93.184
long_content_30k_002/lc30k002_3990_gc3300_rp0.07_mr1.14E-4_ss200.fa	30	5.651	5.588	95.251
long_content_30k_002/lc30k002_3991_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	3.176	3.189	96.266
long_content_30k_002/lc30k002_3992_gc3300_rp0.10_mr1.14E-4_ss100.fa	13	4.966	3.345	93.173
long_content_30k_002/lc30k002_3993_gc3300_rp0.05_mr1.14E-4_ss100.fa	12	4.718	2.159	87.040
long_content_30k_002/lc30k002_3994_gc3300_rp0.07_mr1.14E-4_ss100.fa	30	3.841	4.044	95.691
long_content_30k_002/lc30k002_3995_gc3300_rp0.10_mr1.14E-4_ss200.fa	30	5.053	5.151	94.992
long_content_30k_002/lc30k002_3996_gc3300_rp0.15_mr1.14E-4_ss100.fa	19	5.788	6.536	93.625
long_content_30k_002/lc30k002_3997_gc3300_rp0.15_mr1.14E-4_ss200.fa	9	8.092	7.862	92.247
long_content_30k_002/lc30k002_3998_gc3300_rp0.07_mr1.14E-4_ss200.fa	30	3.547	3.250	96.281
long_content_30k_002/lc30k002_3999_gc3300_rp0.05_mr1.14E-4_ss200.fa	19	11.729	13.412	91.088
long_content_30k_002/lc30k002_399_gc3300_rp0.05_mr1.14E-4_ss200.fa	14	3.451	3.441	96.408
long_content_30k_002/lc30k002_4000_gc3300_rp0.10_mr1.14E-4_ss100.fa	18	3.067	3.100	95.055
long_content_30k_002/lc30k002_400_gc3300_rp0.10_mr1.14E-4_ss100.fa	29	6.525	7.151	93.762
long_content_30k_002/lc30k002_401_gc3300_rp0.05_mr1.14E-4_ss100.fa	11	4.417	4.443	91.701
long_content_30k_002/lc30k002_402_gc3300_rp0.07_mr1.14E-4_ss100.fa	20	2.579	1.605	94.192
long_content_30k_002/lc30k002_403_gc3300_rp0.10_mr1.14E-4_ss200.fa	18	7.343	8.516	94.137
long_content_30k_002/lc30k002_404_gc3300_rp0.15_mr1.14E-4_ss100.fa	11	9.643	12.833	92.365
long_content_30k_002/lc30k002_405_gc3300_rp0.15_mr1.14E-4_ss200.fa	13	4.410	5.520	92.750
long_content_30k_002/lc30k002_406_gc3300_rp0.07_mr1.14E-4_ss200.fa	30	3.136	3.598	96.013
long_content_30k_002/lc30k002_407_gc3300_rp0.05_mr1.14E-4_ss200.fa	15	5.635	5.307	92.835
long_content_30k_002/lc30k002_408_gc3300_rp0.10_mr1.14E-4_ss100.fa	16	3.743	4.426	93.643
long_content_30k_002/lc30k002_409_gc3300_rp0.05_mr1.14E-4_ss100.fa	17	1.698	0.951	91.689
long_content_30k_002/lc30k002_410_gc3300_rp0.07_mr1.14E-4_ss100.fa	24	3.262	3.117	94.510
long_content_30k_002/lc30k002_411_gc3300_rp0.10_mr1.14E-4_ss200.fa	19	6.433	5.766	93.551
long_content_30k_002/lc30k002_412_gc3300_rp0.15_mr1.14E-4_ss100.fa	12	4.639	4.337	94.928
long_content_30k_002/lc30k002_413_gc3300_rp0.15_mr1.14E-4_ss200.fa	13	2.368	0.786	94.593
long_content_30k_002/lc30k002_414_gc3300_rp0.07_mr1.14E-4_ss200.fa	27	3.817	4.479	95.457
long_content_30k_002/lc30k002_415_gc3300_rp0.05_mr1.14E-4_ss200.fa	16	10.417	12.128	90.733
long_content_30k_002/lc30k002_416_gc3300_rp0.10_mr1.14E-4_ss100.fa	18	7.374	8.494	91.866
long_content_30k_002/lc30k002_417_gc3300_rp0.05_mr1.14E-4_ss100.fa	13	4.429	4.206	93.604
long_content_30k_002/lc30k002_418_gc3300_rp0.07_mr1.14E-4_ss100.fa	30	7.250	6.319	92.389
long_content_30k_002/lc30k002_419_gc3300_rp0.10_mr1.14E-4_ss200.fa	20	6.733	8.874	92.277
long_content_30k_002/lc30k002_420_gc3300_rp0.15_mr1.14E-4_ss100.fa	21	3.788	3.331	95.736
long_content_30k_002/lc30k002_421_gc3300_rp0.15_mr1.14E-4_ss200.fa	16	6.066	6.010	92.085
long_content_30k_002/lc30k002_422_gc3300_rp0.07_mr1.14E-4_ss200.fa	27	5.794	5.368	91.796
long_content_30k_002/lc30k002_423_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	3.838	4.264	95.574
long_content_30k_002/lc30k002_424_gc3300_rp0.10_mr1.14E-4_ss100.fa	19	6.387	4.719	91.789
long_content_30k_002/lc30k002_425_gc3300_rp0.05_mr1.14E-4_ss100.fa	30	4.084	4.244	94.416
long_content_30k_002/lc30k002_426_gc3300_rp0.07_mr1.14E-4_ss100.fa	25	2.532	2.234	97.476
long_content_30k_002/lc30k002_427_gc3300_rp0.10_mr1.14E-4_ss200.fa	30	2.989	3.310	96.831
long_content_30k_002/lc30k002_428_gc3300_rp0.15_mr1.14E-4_ss100.fa	18	8.107	9.127	92.255
long_content_30k_002/lc30k002_429_gc3300_rp0.15_mr1.14E-4_ss200.fa	12	3.538	2.871	95.297
long_content_30k_002/lc30k002_430_gc3300_rp0.07_mr1.14E-4_ss200.fa	12	11.852	12.758	91.427
long_content_30k_002/lc30k002_431_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	3.535	3.051	92.387
long_content_30k_002/lc30k002_432_gc3300_rp0.10_mr1.14E-4_ss100.fa	19	4.328	4.877	96.702
long_content_30k_002/lc30k002_433_gc3300_rp0.05_mr1.14E-4_ss100.fa	30	5.482	1.395	92.466
long_content_30k_002/lc30k002_434_gc3300_rp0.07_mr1.14E-4_ss100.fa	12	7.466	7.597	93.377
long_content_30k_002/lc30k002_435_gc3300_rp0.10_mr1.14E-4_ss200.fa	29	5.375	6.033	95.215
long_content_30k_002/lc30k002_436_gc3300_rp0.15_mr1.14E-4_ss100.fa	24	3.638	4.056	94.299
long_content_30k_002/lc30k002_437_gc3300_rp0.15_mr1.14E-4_ss200.fa	6	3.099	2.467	94.367
long_content_30k_002/lc30k002_438_gc3300_rp0.07_mr1.14E-4_ss200.fa	23	6.050	5.186	92.944
long_content_30k_002/lc30k002_439_gc3300_rp0.05_mr1.14E-4_ss200.fa	10	5.959	7.398	93.956
long_content_30k_002/lc30k002_440_gc3300_rp0.10_mr1.14E-4_ss100.fa	13	4.229	4.979	93.418
long_content_30k_002/lc30k002_441_gc3300_rp0.05_mr1.14E-4_ss100.fa	23	4.555	3.770	95.964
long_content_30k_002/lc30k002_442_gc3300_rp0.07_mr1.14E-4_ss100.fa	23	4.148	1.480	88.520
long_content_30k_002/lc30k002_443_gc3300_rp0.10_mr1.14E-4_ss200.fa	9	5.024	5.987	95.351
long_content_30k_002/lc30k002_444_gc3300_rp0.15_mr1.14E-4_ss100.fa	8	8.840	9.717	92.747
long_content_30k_002/lc30k002_445_gc3300_rp0.15_mr1.14E-4_ss200.fa	7	5.856	6.428	94.079
long_content_30k_002/lc30k002_446_gc3300_rp0.07_mr1.14E-4_ss200.fa	28	5.464	4.960	94.296
long_content_30k_002/lc30k002_447_gc3300_rp0.05_mr1.14E-4_ss200.fa	21	3.466	4.253	95.165
long_content_30k_002/lc30k002_448_gc3300_rp0.10_mr1.14E-4_ss100.fa	20	2.666	1.978	91.507
long_content_30k_002/lc30k002_449_gc3300_rp0.05_mr1.14E-4_ss100.fa	30	11.834	12.844	90.910
long_content_30k_002/lc30k002_450_gc3300_rp0.07_mr1.14E-4_ss100.fa	30	2.112	1.124	95.404
long_content_30k_002/lc30k002_451_gc3300_rp0.10_mr1.14E-4_ss200.fa	18	6.677	6.668	93.177
long_content_30k_002/lc30k002_452_gc3300_rp0.15_mr1.14E-4_ss100.fa	18	6.362	7.616	92.286
long_content_30k_002/lc30k002_453_gc3300_rp0.15_mr1.14E-4_ss200.fa	10	5.782	6.297	95.236
long_content_30k_002/lc30k002_454_gc3300_rp0.07_mr1.14E-4_ss200.fa	21	8.283	8.508	91.747
long_content_30k_002/lc30k002_455_gc3300_rp0.05_mr1.14E-4_ss200.fa	21	1.454	1.137	93.251
long_content_30k_002/lc30k002_456_gc3300_rp0.10_mr1.14E-4_ss100.fa	27	3.888	3.946	96.351
long_content_30k_002/lc30k002_457_gc3300_rp0.05_mr1.14E-4_ss100.fa	30	4.360	3.940	88.165
long_content_30k_002/lc30k002_458_gc3300_rp0.07_mr1.14E-4_ss100.fa	18	7.136	8.879	93.129
long_content_30k_002/lc30k002_459_gc3300_rp0.10_mr1.14E-4_ss200.fa	16	9.381	8.909	90.908
long_content_30k_002/lc30k002_460_gc3300_rp0.15_mr1.14E-4_ss100.fa	20	1.740	1.467	96.798
long_content_30k_002/lc30k002_461_gc3300_rp0.15_mr1.14E-4_ss200.fa	9	7.566	8.817	92.612
long_content_30k_002/lc30k002_462_gc3300_rp0.07_mr1.14E-4_ss200.fa	28	4.677	4.618	95.575
long_content_30k_002/lc30k002_463_gc3300_rp0.05_mr1.14E-4_ss200.fa	28	4.185	2.923	92.864
long_content_30k_002/lc30k002_464_gc3300_rp0.10_mr1.14E-4_ss100.fa	8	4.215	3.685	94.805
long_content_30k_002/lc30k002_465_gc3300_rp0.05_mr1.14E-4_ss100.fa	7	2.895	1.632	90.148
long_content_30k_002/lc30k002_466_gc3300_rp0.07_mr1.14E-4_ss100.fa	12	7.479	8.563	92.078
long_content_30k_002/lc30k002_467_gc3300_rp0.10_mr1.14E-4_ss200.fa	18	5.430	6.001	93.835
long_content_30k_002/lc30k002_468_gc3300_rp0.15_mr1.14E-4_ss100.fa	15	5.044	4.368	91.826
long_content_30k_002/lc30k002_469_gc3300_rp0.15_mr1.14E-4_ss200.fa	10	4.030	3.665	96.050
long_content_30k_002/lc30k002_470_gc3300_rp0.07_mr1.14E-4_ss200.fa	24	3.993	4.215	95.271
long_content_30k_002/lc30k002_471_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	3.248	2.926	96.364
long_content_30k_002/lc30k002_472_gc3300_rp0.10_mr1.14E-4_ss100.fa	19	5.830	7.186	94.698
long_content_30k_002/lc30k002_473_gc3300_rp0.05_mr1.14E-4_ss100.fa	22	3.585	2.342	94.010
long_content_30k_002/lc30k002_474_gc3300_rp0.07_mr1.14E-4_ss100.fa	21	4.123	5.388	95.209
long_content_30k_002/lc30k002_475_gc3300_rp0.10_mr1.14E-4_ss200.fa	6	13.690	15.355	90.240
long_content_30k_002/lc30k002_476_gc3300_rp0.15_mr1.14E-4_ss100.fa	13	5.373	5.466	94.567
long_content_30k_002/lc30k002_477_gc3300_rp0.15_mr1.14E-4_ss200.fa	11	3.931	4.325	94.984
long_content_30k_002/lc30k002_478_gc3300_rp0.07_mr1.14E-4_ss200.fa	30	1.325	0.495	94.401
long_content_30k_002/lc30k002_479_gc3300_rp0.05_mr1.14E-4_ss200.fa	27	2.277	2.246	96.238
long_content_30k_002/lc30k002_480_gc3300_rp0.10_mr1.14E-4_ss100.fa	19	4.150	4.264	95.723
long_content_30k_002/lc30k002_481_gc3300_rp0.05_mr1.14E-4_ss100.fa	24	1.527	1.101	92.445
long_content_30k_002/lc30k002_482_gc3300_rp0.07_mr1.14E-4_ss100.fa	20	4.752	6.278	93.906
long_content_30k_002/lc30k002_483_gc3300_rp0.10_mr1.14E-4_ss200.fa	22	4.366	4.462	95.122
long_content_30k_002/lc30k002_484_gc3300_rp0.15_mr1.14E-4_ss100.fa	15	5.488	4.562	93.894
long_content_30k_002/lc30k002_485_gc3300_rp0.15_mr1.14E-4_ss200.fa	16	3.100	2.485	95.258
long_content_30k_002/lc30k002_486_gc3300_rp0.07_mr1.14E-4_ss200.fa	9	9.831	13.013	86.344
long_content_30k_002/lc30k002_487_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	5.101	5.758	93.236
long_content_30k_002/lc30k002_488_gc3300_rp0.10_mr1.14E-4_ss100.fa	11	6.330	7.484	94.154
long_content_30k_002/lc30k002_489_gc3300_rp0.05_mr1.14E-4_ss100.fa	16	4.712	4.863	95.771
long_content_30k_002/lc30k002_490_gc3300_rp0.07_mr1.14E-4_ss100.fa	30	7.780	8.592	92.926
long_content_30k_002/lc30k002_491_gc3300_rp0.10_mr1.14E-4_ss200.fa	20	7.609	9.453	89.180
long_content_30k_002/lc30k002_492_gc3300_rp0.15_mr1.14E-4_ss100.fa	20	3.024	3.274	96.542
long_content_30k_002/lc30k002_493_gc3300_rp0.15_mr1.14E-4_ss200.fa	20	5.400	5.170	94.395
long_content_30k_002/lc30k002_494_gc3300_rp0.07_mr1.14E-4_ss200.fa	11	4.480	2.761	92.348
long_content_30k_002/lc30k002_495_gc3300_rp0.05_mr1.14E-4_ss200.fa	5	15.895	14.061	88.206
long_content_30k_002/lc30k002_496_gc3300_rp0.10_mr1.14E-4_ss100.fa	20	6.670	6.183	92.359
long_content_30k_002/lc30k002_497_gc3300_rp0.05_mr1.14E-4_ss100.fa	20	7.931	7.436	89.369
long_content_30k_002/lc30k002_498_gc3300_rp0.07_mr1.14E-4_ss100.fa	21	6.245	7.836	93.406
long_content_30k_002/lc30k002_499_gc3300_rp0.10_mr1.14E-4_ss200.fa	15	3.241	3.303	95.741
long_content_30k_002/lc30k002_500_gc3300_rp0.15_mr1.14E-4_ss100.fa	16	7.055	6.900	92.502
long_content_30k_002/lc30k002_501_gc3300_rp0.15_mr1.14E-4_ss200.fa	12	4.525	5.326	93.776
long_content_30k_002/lc30k002_502_gc3300_rp0.07_mr1.14E-4_ss200.fa	30	5.467	6.192	94.848
long_content_30k_002/lc30k002_503_gc3300_rp0.05_mr1.14E-4_ss200.fa	21	5.336	7.003	91.513
long_content_30k_002/lc30k002_504_gc3300_rp0.10_mr1.14E-4_ss100.fa	19	4.960	2.568	92.075
long_content_30k_002/lc30k002_505_gc3300_rp0.05_mr1.14E-4_ss100.fa	0	0.000	0.000	0.000
long_content_30k_002/lc30k002_506_gc3300_rp0.07_mr1.14E-4_ss100.fa	30	2.948	2.169	95.927
long_content_30k_002/lc30k002_507_gc3300_rp0.10_mr1.14E-4_ss200.fa	11	6.194	7.514	92.325
long_content_30k_002/lc30k002_508_gc3300_rp0.15_mr1.14E-4_ss100.fa	28	3.515	3.944	95.272
long_content_30k_002/lc30k002_509_gc3300_rp0.15_mr1.14E-4_ss200.fa	9	4.382	4.862	92.388
long_content_30k_002/lc30k002_510_gc3300_rp0.07_mr1.14E-4_ss200.fa	24	5.201	5.468	93.918
long_content_30k_002/lc30k002_511_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	3.208	3.254	96.149
long_content_30k_002/lc30k002_512_gc3300_rp0.10_mr1.14E-4_ss100.fa	30	6.550	6.798	91.808
long_content_30k_002/lc30k002_513_gc3300_rp0.05_mr1.14E-4_ss100.fa	20	3.260	3.349	96.743
long_content_30k_002/lc30k002_514_gc3300_rp0.07_mr1.14E-4_ss100.fa	15	3.559	1.612	84.130
long_content_30k_002/lc30k002_515_gc3300_rp0.10_mr1.14E-4_ss200.fa	20	3.049	3.238	95.919
long_content_30k_002/lc30k002_516_gc3300_rp0.15_mr1.14E-4_ss100.fa	13	8.438	8.544	91.295
long_content_30k_002/lc30k002_517_gc3300_rp0.15_mr1.14E-4_ss200.fa	19	2.618	2.647	95.819
long_content_30k_002/lc30k002_518_gc3300_rp0.07_mr1.14E-4_ss200.fa	30	4.111	4.073	95.211
long_content_30k_002/lc30k002_519_gc3300_rp0.05_mr1.14E-4_ss200.fa	24	4.416	4.808	94.683
long_content_30k_002/lc30k002_520_gc3300_rp0.10_mr1.14E-4_ss100.fa	22	3.200	3.595	96.150
long_content_30k_002/lc30k002_521_gc3300_rp0.05_mr1.14E-4_ss100.fa	16	7.695	8.734	90.160
long_content_30k_002/lc30k002_522_gc3300_rp0.07_mr1.14E-4_ss100.fa	9	5.030	5.789	95.344
long_content_30k_002/lc30k002_523_gc3300_rp0.10_mr1.14E-4_ss200.fa	10	5.181	5.935	94.928
long_content_30k_002/lc30k002_524_gc3300_rp0.15_mr1.14E-4_ss100.fa	18	5.426	6.956	93.969
long_content_30k_002/lc30k002_525_gc3300_rp0.15_mr1.14E-4_ss200.fa	9	4.858	5.169	94.502
long_content_30k_002/lc30k002_526_gc3300_rp0.07_mr1.14E-4_ss200.fa	22	2.825	3.140	96.552
long_content_30k_002/lc30k002_527_gc3300_rp0.05_mr1.14E-4_ss200.fa	22	6.042	5.450	91.916
long_content_30k_002/lc30k002_528_gc3300_rp0.10_mr1.14E-4_ss100.fa	9	4.428	5.909	90.461
long_content_30k_002/lc30k002_529_gc3300_rp0.05_mr1.14E-4_ss100.fa	13	11.075	11.103	92.163
long_content_30k_002/lc30k002_530_gc3300_rp0.07_mr1.14E-4_ss100.fa	27	3.267	4.333	96.482
long_content_30k_002/lc30k002_531_gc3300_rp0.10_mr1.14E-4_ss200.fa	23	2.212	2.126	97.793
long_content_30k_002/lc30k002_532_gc3300_rp0.15_mr1.14E-4_ss100.fa	2	4.125	4.125	95.764
long_content_30k_002/lc30k002_533_gc3300_rp0.15_mr1.14E-4_ss200.fa	12	2.949	2.911	95.277
long_content_30k_002/lc30k002_534_gc3300_rp0.07_mr1.14E-4_ss200.fa	22	3.988	3.639	93.281
long_content_30k_002/lc30k002_535_gc3300_rp0.05_mr1.14E-4_ss200.fa	23	5.837	6.714	94.408
long_content_30k_002/lc30k002_536_gc3300_rp0.10_mr1.14E-4_ss100.fa	28	8.451	10.222	93.418
long_content_30k_002/lc30k002_537_gc3300_rp0.05_mr1.14E-4_ss100.fa	7	7.000	7.063	94.712
long_content_30k_002/lc30k002_538_gc3300_rp0.07_mr1.14E-4_ss100.fa	22	4.475	4.417	94.142
long_content_30k_002/lc30k002_539_gc3300_rp0.10_mr1.14E-4_ss200.fa	24	4.099	4.361	95.009
long_content_30k_002/lc30k002_540_gc3300_rp0.15_mr1.14E-4_ss100.fa	14	6.143	6.953	93.783
long_content_30k_002/lc30k002_541_gc3300_rp0.15_mr1.14E-4_ss200.fa	26	5.180	6.404	94.017
long_content_30k_002/lc30k002_542_gc3300_rp0.07_mr1.14E-4_ss200.fa	11	6.825	6.953	95.085
long_content_30k_002/lc30k002_543_gc3300_rp0.05_mr1.14E-4_ss200.fa	16	2.202	2.330	97.832
long_content_30k_002/lc30k002_544_gc3300_rp0.10_mr1.14E-4_ss100.fa	21	11.371	14.776	90.464
long_content_30k_002/lc30k002_545_gc3300_rp0.05_mr1.14E-4_ss100.fa	18	3.496	3.591	95.853
long_content_30k_002/lc30k002_546_gc3300_rp0.07_mr1.14E-4_ss100.fa	25	8.256	10.394	92.833
long_content_30k_002/lc30k002_547_gc3300_rp0.10_mr1.14E-4_ss200.fa	18	3.415	3.187	96.110
long_content_30k_002/lc30k002_548_gc3300_rp0.15_mr1.14E-4_ss100.fa	5	5.019	3.984	94.416
long_content_30k_002/lc30k002_549_gc3300_rp0.15_mr1.14E-4_ss200.fa	13	5.940	6.618	91.126
long_content_30k_002/lc30k002_550_gc3300_rp0.07_mr1.14E-4_ss200.fa	6	2.212	1.348	97.032
long_content_30k_002/lc30k002_551_gc3300_rp0.05_mr1.14E-4_ss200.fa	8	8.458	8.485	91.325
long_content_30k_002/lc30k002_552_gc3300_rp0.10_mr1.14E-4_ss100.fa	10	9.288	10.028	92.705
long_content_30k_002/lc30k002_553_gc3300_rp0.05_mr1.14E-4_ss100.fa	13	2.158	2.193	94.084
long_content_30k_002/lc30k002_554_gc3300_rp0.07_mr1.14E-4_ss100.fa	20	6.610	3.203	91.630
long_content_30k_002/lc30k002_555_gc3300_rp0.10_mr1.14E-4_ss200.fa	17	4.641	5.789	93.637
long_content_30k_002/lc30k002_556_gc3300_rp0.15_mr1.14E-4_ss100.fa	11	3.878	3.946	94.520
long_content_30k_002/lc30k002_557_gc3300_rp0.15_mr1.14E-4_ss200.fa	19	8.631	9.110	90.504
long_content_30k_002/lc30k002_558_gc3300_rp0.07_mr1.14E-4_ss200.fa	25	3.646	3.726	90.096
long_content_30k_002/lc30k002_559_gc3300_rp0.05_mr1.14E-4_ss200.fa	19	1.544	0.676	94.442
long_content_30k_002/lc30k002_560_gc3300_rp0.10_mr1.14E-4_ss100.fa	17	3.053	2.754	93.336
long_content_30k_002/lc30k002_561_gc3300_rp0.05_mr1.14E-4_ss100.fa	22	4.728	4.370	87.353
long_content_30k_002/lc30k002_562_gc3300_rp0.07_mr1.14E-4_ss100.fa	28	4.739	4.927	95.470
long_content_30k_002/lc30k002_563_gc3300_rp0.10_mr1.14E-4_ss200.fa	26	3.987	3.891	93.880
long_content_30k_002/lc30k002_564_gc3300_rp0.15_mr1.14E-4_ss100.fa	25	4.132	4.798	95.556
long_content_30k_002/lc30k002_565_gc3300_rp0.15_mr1.14E-4_ss200.fa	23	5.450	6.018	94.632
long_content_30k_002/lc30k002_566_gc3300_rp0.07_mr1.14E-4_ss200.fa	28	4.275	4.796	94.591
long_content_30k_002/lc30k002_567_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	3.545	3.962	96.164
